Subject Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() angle(X,gravityMean) angle(Y,gravityMean) angle(Z,gravityMean)
      8   WALKING_UPSTAIRS     0.2588802  -0.028241514   -0.11512212  -0.171712175   0.348768733    0.12118728 -1.859839e-01   0.060771287     0.8603687  -0.291341492  -0.192306961    -0.9266733   0.312797472   0.036124169    0.08138168  1.412059e-02 -6.745839e-02  -0.186618895  8.946164e-02  0.3330088656  0.1927044760  -0.204205356 -0.0724546026    -0.3674284 -0.0729175088 -0.1684015596  0.0221200405 -0.0355258932  -0.099604566   0.121521785 -0.1182101140 -0.1396040814   -0.16641107   0.263431400   -0.07294969  -0.175284990   -0.35811042    -0.9054341  -0.200277249  -0.025795259   -0.38665580  -0.247336618    -0.7567756    -0.9122623   -0.24026076   -0.11316214    0.16597419    -0.4099556   -0.05543518    -0.8897125  -0.519284041   -0.78247952  -0.593701504   -0.86417552  -0.389305120  6.637753e-02    -0.6139352
      9   WALKING_UPSTAIRS     0.2624365  -0.019510110   -0.12521900  -0.361444378  -0.302206204   -0.25343408 -1.574793e-02   0.102077830     0.9026478  -0.037794782  -0.266009867    -0.9543836   0.510902366   0.182263376    0.06922662  1.266122e-03  7.660466e-03  -0.335291645  4.487626e-01 -0.1503722556 -0.1639671900  -0.041258791  0.1456946259    -0.3439766  0.0673777493  0.2339747908 -0.0068760174 -0.0574980121  -0.032933844  -0.040146831  0.0404447861 -0.3318054961   -0.34273595  -0.405022798   -0.38471042  -0.369815777   -0.69967401    -0.9655484  -0.402044750  -0.608498592   -0.61512571  -0.327421990    -0.8893806    -0.9725418   -0.31394163   -0.49915920   -0.32769867    -0.3616264   -0.61723271    -0.9859467  -0.485569017   -0.76135766  -0.254025190   -0.59281170   0.093147946  1.092978e-03    -0.7047939
     10   WALKING_UPSTAIRS     0.2671219  -0.014385492   -0.11818042  -0.161591924  -0.005552877   -0.07387449 -1.761638e-01  -0.066367830     0.9318610  -0.056567028   0.022752770    -0.9592161  -0.281400055  -0.045701129    0.06488293  2.663143e-02 -5.133758e-02  -0.187220176 -9.083776e-02 -0.2563920928  0.0733447168  -0.095460022  0.0879664183    -0.3085347 -0.2134065875  0.0531980128 -0.0182110464  0.1385164204  -0.044998718   0.053377247  0.0095016696 -0.2322741508   -0.13941079  -0.039068822   -0.30120641  -0.171957349   -0.54792808    -0.9519090  -0.201214322  -0.206872839   -0.55323067  -0.247598321    -0.8767456    -0.9537777   -0.21852472   -0.23585899   -0.26276337    -0.3413016   -0.75865915    -0.9502555  -0.449782622   -0.75497278  -0.385212672   -0.71047579  -0.263603869  1.536375e-01    -0.7922895
     11   WALKING_UPSTAIRS     0.2637759  -0.030315782   -0.10679722  -0.238802959  -0.103167502   -0.20336940  2.026996e-02  -0.009327919     0.8926262  -0.343576925   0.146633747    -0.9534631  -0.307433914   0.258280081    0.09685617 -1.326253e-02 -1.514639e-02  -0.452961684  2.405544e-01  0.2161782745 -0.0820909702  -0.056692881  0.0638054380    -0.5013316 -0.1582681874 -0.0068160241  0.0033287971  0.0383790681  -0.142534485   0.111754203 -0.0757490512 -0.1712760971   -0.35534890  -0.254645207   -0.55174208  -0.198733656   -0.66842526    -0.9870014  -0.495927372  -0.455317917   -0.76538791  -0.458255021    -0.9587451    -0.9880785   -0.47178278   -0.58116715   -0.67467188    -0.5178116   -0.95185655    -0.9906348  -0.324894282   -0.66339591  -0.076819879   -0.38881155  -0.009556578 -7.085902e-02    -0.6454537
     12   WALKING_UPSTAIRS     0.2729703  -0.026357490   -0.10733973  -0.290149192  -0.103818260   -0.43669743 -2.146965e-01   0.119053883     0.9383715  -0.259144203  -0.070250382    -0.9602463  -0.213159887   0.038724242    0.07286608 -6.894949e-03  9.066628e-03  -0.359856972 -8.863754e-02  0.1280215515 -0.0931234102  -0.041131452  0.0898022758    -0.5266593 -0.1947903600  0.0985231820 -0.0998121592  0.1636921245   0.121932461  -0.061826793 -0.0842687504 -0.1029777103   -0.32144793  -0.168341520   -0.56084121  -0.278929748   -0.83300724    -0.9749934  -0.385843754  -0.333077591   -0.68792987  -0.390601220    -0.9342643    -0.9737061   -0.42636033   -0.60471132   -0.40608094    -0.5604630   -0.77981436    -0.9609164  -0.288834340   -0.60277665   0.073272234   -0.22759247   0.095906427 -8.999472e-02    -0.7406883
     13   WALKING_UPSTAIRS     0.2582039  -0.027739225   -0.12576727  -0.296284597   0.104470774   -0.21721057 -1.083025e-01   0.415700439     0.8476343  -0.357404502  -0.207507171    -0.9464415   0.266561462   0.101778683    0.06924421 -1.280098e-03 -2.541263e-02  -0.487325540 -1.217714e-01  0.3923228635 -0.1382937623   0.003819669  0.1166795633    -0.5410667 -0.0023550151 -0.2822733946 -0.0732151397  0.1130825279   0.020179317  -0.080260153 -0.1810929738 -0.0211495114   -0.38246074  -0.063656477   -0.40478524  -0.266081292   -0.67139627    -0.9690222  -0.506212136  -0.368996179   -0.63149643  -0.514337759    -0.8948421    -0.9736500   -0.48211301   -0.49217610   -0.25533895    -0.5629110   -0.68617418    -0.9534913  -0.367131758   -0.69515390  -0.299680519   -0.64975678   0.146500936 -3.358969e-02    -0.5601404
     14   WALKING_UPSTAIRS     0.2624211  -0.020438818   -0.11227969  -0.309396718   0.307195533    0.60901788 -4.802194e-01  -0.179135359     0.6882561  -0.322680365  -0.495088720    -0.9285236   0.216110899  -0.584071271    0.08033030 -1.831312e-02  3.441995e-03  -0.368780419 -3.609705e-01  0.2780144770  0.0813841685  -0.123499570 -0.0441381887    -0.4542833  0.3899841145  0.2873513336 -0.1054752655  0.1039831713  -0.078069020  -0.007255527 -0.0249667327 -0.2948625429   -0.32350844   0.016393923    0.19169374  -0.304980248    0.32055800    -0.9048569  -0.383497147  -0.347606640   -0.26400847  -0.410967870    -0.6089261    -0.9071301   -0.44104836    0.11868769    0.19670322    -0.4647429    0.24209190    -0.9523480  -0.296121197   -0.60535408  -0.425367098   -0.75550585  -0.223951414  1.332370e-01    -0.3796744
     15   WALKING_UPSTAIRS     0.2701876  -0.028752386   -0.11695246  -0.026097184  -0.004065360   -0.37971749  5.454380e-02  -0.179284519     0.9185448  -0.314961013   0.081180341    -0.9525624  -0.013319380   0.245687423    0.07297243 -4.173618e-03 -5.258799e-03  -0.186944665  1.472531e-01 -0.0632568530  0.0903340030  -0.154721289  0.0911681485    -0.4152513 -0.1880925839  0.0259585490 -0.0370464666  0.0801686674   0.134478274  -0.012114325  0.1013243068 -0.3858525337   -0.07463284  -0.101935433   -0.53959108  -0.008382438   -0.78459354    -0.9791582  -0.237053073  -0.338102217   -0.71455417  -0.207231605    -0.9481503    -0.9798933   -0.36109686   -0.51702525   -0.48570175    -0.4372253   -0.85615897    -0.9801767  -0.291010540   -0.59628598  -0.341055160   -0.67537763  -0.366351792  1.679302e-01    -0.6962827
     16   WALKING_UPSTAIRS     0.2559861  -0.014365495   -0.12407452  -0.397083832  -0.163732745   -0.12928383 -4.504821e-01   0.023978627     0.8268743  -0.080592603  -0.379059698    -0.9484136   0.387807118  -0.059374597    0.07625267  1.737293e-02  3.805336e-02  -0.521089140 -1.237951e-01 -0.1096066739  0.0718408878  -0.048613679 -0.0077928802    -0.5080872  0.0020307165  0.0883422566 -0.1028165971  0.1084188902   0.013306583   0.024268925 -0.0171339946 -0.2176062741   -0.47498401  -0.268063813   -0.33585304  -0.369636141   -0.60607987    -0.9597585  -0.546088863  -0.468605205   -0.56522084  -0.538073090    -0.8561359    -0.9609625   -0.53239972   -0.64201806   -0.49242749    -0.5098960   -0.78877768    -0.9865854  -0.309924837   -0.65000193  -0.163569815   -0.48962489  -0.269905448  1.752229e-01    -0.5455766
     17   WALKING_UPSTAIRS     0.2526048  -0.022864561   -0.12129044  -0.062952754  -0.013172101   -0.23022095 -4.838154e-01   0.355737784     0.8535306  -0.284153753  -0.298171464    -0.9494604   0.383297579   0.215646200    0.07680442  3.083565e-02  7.595338e-03  -0.292665827 -1.647861e-01  0.1255137126 -0.0304250571  -0.054845594  0.0560931358    -0.4965627  0.0362778297 -0.3856375477 -0.2034276486  0.1634880926   0.127747591  -0.110645613 -0.0324223052 -0.0984915985   -0.13975222  -0.117519736   -0.39992349  -0.035538117   -0.68084037    -0.9717852  -0.360272226  -0.377051929   -0.63301771  -0.287219038    -0.8894307    -0.9772344   -0.41622302   -0.52143542   -0.32427371    -0.5244684   -0.70342827    -0.9708133  -0.407611379   -0.73228192  -0.427304954   -0.77936506  -0.027579584  1.056213e-01    -0.5725478
     18   WALKING_UPSTAIRS     0.2654012  -0.022206068   -0.11265589  -0.380168287  -0.211155120   -0.31437339 -2.648643e-01   0.117730565     0.8833303  -0.316619946  -0.106112549    -0.9617388   0.082833851   0.108705821    0.08124020  2.116547e-02  9.358966e-03  -0.563202135 -2.200376e-01  0.1975983402 -0.0470683915  -0.052613382  0.0906736478    -0.5938415 -0.1024044076 -0.0819488300 -0.0311904808  0.0688047587  -0.209743632   0.199103252 -0.0171129927 -0.1772114821   -0.46509726  -0.363450743   -0.52272838  -0.350639841   -0.75187756    -0.9828944  -0.589410590  -0.579650286   -0.73614927  -0.575331252    -0.9464203    -0.9852947   -0.59232371   -0.64981727   -0.50436410    -0.6007113   -0.82884762    -0.9851089  -0.339206642   -0.68440925  -0.067451441   -0.38985606   0.048178398 -1.201138e-01    -0.6340130
     19   WALKING_UPSTAIRS     0.2421188  -0.030398662   -0.15105461  -0.128742095   0.176349923   -0.19046855 -2.094999e-01   0.176741786     0.8294284  -0.387100709  -0.221008763    -0.9164960   0.492181027   0.252049180    0.08315451  5.681859e-02  3.166820e-02  -0.174279056  1.226440e-01  0.0708691780  0.0388537088  -0.134514321 -0.0002332482    -0.4068000  0.0584694983 -0.1811226383  0.0213454450 -0.0514931675   0.234941462  -0.246676525 -0.0223365710 -0.2275527268   -0.15687949   0.111818164   -0.21964447  -0.119934775   -0.66458573    -0.8792911  -0.205322646  -0.073928372   -0.38065712  -0.217265178    -0.7751476    -0.8848178   -0.19448551   -0.22542182   -0.06612935    -0.4775147   -0.59209077    -0.9152689  -0.593477066   -0.84478699  -0.650853900   -0.89875847  -0.235635805 -4.332931e-03    -0.5438305
     20   WALKING_UPSTAIRS     0.2520983  -0.028225805   -0.12102395  -0.116088676   0.152196328   -0.22924946 -2.576545e-01   0.320491770     0.7770957  -0.479894843  -0.130117635    -0.9314050   0.283082769   0.412147475    0.08364513  6.599826e-03 -2.454210e-02  -0.185695388 -4.746250e-01  0.4261834151  0.0659193259  -0.174650965  0.0587019418    -0.4927012 -0.0819399390  0.0405764301 -0.1103895174  0.0132266978  -0.104541632   0.070719207 -0.1256890754 -0.3736003464   -0.14043907  -0.029383244   -0.31843152  -0.108444760   -0.69463492    -0.9544867  -0.256162265  -0.312161099   -0.49275590  -0.187090779    -0.7902207    -0.9541986   -0.37268435   -0.16234139    0.11507664    -0.5320217   -0.29311278    -0.9221302  -0.179663832   -0.46335720  -0.281782112   -0.65005505  -0.321605243  9.358460e-02    -0.4724205
     21   WALKING_UPSTAIRS     0.2651945  -0.023721870   -0.12541427  -0.240808282   0.109787469   -0.21970793 -4.220085e-01   0.311146024     0.7811772  -0.432309617  -0.309735039    -0.9409116   0.244677962   0.025212134    0.10403422 -1.562901e-02 -3.601155e-02  -0.424052015 -1.934895e-01  0.4481663138  0.0626086889  -0.155622431 -0.0054682976    -0.5319094  0.1062536644  0.0676016647 -0.1588600126  0.1348236620   0.238863416  -0.227508260 -0.0274642741 -0.2139462847   -0.31916934   0.022159866   -0.32171297  -0.213184048   -0.68737389    -0.9507942  -0.436839580  -0.205067301   -0.51981517  -0.462972849    -0.8367055    -0.9545674   -0.44697401   -0.44669158   -0.15576235    -0.5609680   -0.44614527    -0.9389970  -0.372834117   -0.66047585  -0.343631501   -0.64645178  -0.217555238  1.652581e-01    -0.4674149
     22   WALKING_UPSTAIRS     0.2483915  -0.026862256   -0.11755086   0.083573864   0.250067524   -0.10961322 -1.467040e-01   0.413192732     0.8894544  -0.336826910  -0.095797899    -0.9406338   0.459411932   0.310171005    0.08771722  3.670830e-02 -3.361697e-02  -0.008539927  6.427311e-02  0.6082753193  0.1349788079  -0.181458414  0.0157359245    -0.3014917  0.1117961180 -0.1027747163  0.0572893607 -0.1190147015   0.326054961  -0.162143578  0.0618688520 -0.1328147113   -0.05539965   0.130686539   -0.22801995   0.132048813   -0.60261355    -0.8913835  -0.038244979  -0.075182928   -0.41444888  -0.067797852    -0.8128235    -0.8951773   -0.19545699   -0.52394375   -0.19931307    -0.3381398   -0.65046732    -0.9066212  -0.325510473   -0.61784451  -0.121112073   -0.45779886  -0.312935454  8.744841e-02    -0.6563884
     23   WALKING_UPSTAIRS     0.2499952  -0.032384403   -0.12689062  -0.243887819   0.044843579    0.10080119 -1.943392e-01   0.244974699     0.8434388  -0.214481808  -0.355934450    -0.9333445   0.407580648   0.135852651    0.07236500  3.998629e-02  1.592342e-02  -0.365398623 -1.679708e-01  0.2210319831  0.0957940246  -0.111564389 -0.0325557522    -0.5506646  0.0713207687 -0.3975872165 -0.1333611788  0.0968228991   0.134800929  -0.164431925 -0.2041941188 -0.0483290074   -0.27260569  -0.076977394   -0.07057749  -0.234309548   -0.38561691    -0.9003847  -0.365642513  -0.326236288   -0.34660524  -0.424877553    -0.7233836    -0.9058219   -0.43023923   -0.29044741   -0.16300129    -0.5904308   -0.52339332    -0.9612384  -0.530284965   -0.80902613  -0.465743315   -0.76726314  -0.311531827  6.146620e-02    -0.5853604
     24   WALKING_UPSTAIRS     0.2698811  -0.025197943   -0.11424861  -0.344399351  -0.116804489   -0.25560101 -3.543274e-01   0.024275345     0.9063695  -0.237498409  -0.227134869    -0.9621906   0.073206935  -0.281637459    0.08623101 -1.508160e-02 -1.323537e-02  -0.498764672 -1.875352e-01  0.0328500413  0.0883163772  -0.105932947  0.0248290703    -0.5774264  0.0660700963 -0.1127538525 -0.2031194692  0.1803541272   0.002076312   0.143352354 -0.2890876015  0.1969817570   -0.39579055  -0.252412542   -0.31279221  -0.326165553   -0.71641452    -0.9435292  -0.515644617  -0.527604244   -0.48339099  -0.527104719    -0.8059482    -0.9478938   -0.50318868   -0.54662098   -0.37218291    -0.6029455   -0.73430073    -0.9788476  -0.443955238   -0.75858589  -0.120510191   -0.46743203  -0.197302297  1.823848e-01    -0.6829188
     25   WALKING_UPSTAIRS     0.2779954  -0.026986352   -0.12621044  -0.459775646  -0.223086809   -0.29652398 -2.504877e-01  -0.275742813     0.9276932  -0.217641282   0.108230987    -0.9508785  -0.563068605  -0.358456032    0.07400414  9.255140e-03 -1.169068e-02  -0.663642746  9.970748e-03 -0.0484293260  0.0556121923  -0.109437658  0.0996227386    -0.4890118 -0.0062977841 -0.0959674030 -0.2399616177  0.2077800799  -0.148906595   0.169521979  0.0689581284 -0.2375718958   -0.52164984  -0.380150805   -0.54293183  -0.437975787   -0.73802437    -0.9875314  -0.668208156  -0.640849425   -0.79326697  -0.690213626    -0.9656598    -0.9919867   -0.47614500   -0.61857991   -0.57516972    -0.5001198   -0.90206678    -0.9901302  -0.383114217   -0.72090786  -0.272060429   -0.59600169  -0.201479438  5.626987e-02    -0.7501224
     26   WALKING_UPSTAIRS     0.2726914  -0.028163380   -0.12194346  -0.169006952  -0.049172630   -0.40459694 -1.016057e-01   0.144074926     0.9420953  -0.246169656  -0.001993106    -0.9620114   0.105904499   0.048086687    0.07556453  2.091717e-03 -1.170893e-02  -0.290879966 -7.448041e-02  0.3018868801 -0.0247950826  -0.065760180  0.0721458973    -0.5502744  0.2735331732 -0.2415439197 -0.2307080208  0.1141192718   0.249193146  -0.095659545  0.0861085656  0.0920679982   -0.24282076  -0.185528313   -0.49950276  -0.142843838   -0.81527803    -0.9694289  -0.304540556  -0.419344696   -0.63974126  -0.342075432    -0.9177836    -0.9685189   -0.42768657   -0.61711254   -0.34270393    -0.5908123   -0.76171890    -0.9511591  -0.272557021   -0.55617157  -0.381222712   -0.74122486  -0.138231471 -2.351723e-02    -0.7750233
     27   WALKING_UPSTAIRS     0.2657703  -0.020095332   -0.12353044  -0.295439547  -0.095010408   -0.23070788 -4.518519e-01   0.309789108     0.8680003  -0.229278660  -0.294642640    -0.9564339   0.240676027  -0.208349135    0.07347635 -1.402294e-02  6.746791e-03  -0.468066189 -2.905654e-01  0.4361538939 -0.0940344887   0.002124994  0.1401298558    -0.5624610  0.0536539527 -0.2669016884 -0.1041955535  0.0864340602   0.057060043  -0.005452488 -0.1005376609 -0.1023514351   -0.41760740  -0.249688518   -0.41888640  -0.253504066   -0.69249848    -0.9655259  -0.503113856  -0.442465613   -0.60854424  -0.478923373    -0.8874831    -0.9664425   -0.54436923   -0.59409258   -0.40052846    -0.5742543   -0.64713914    -0.9778806  -0.279439413   -0.60249122   0.168111894   -0.10495746   0.036134377 -3.221989e-02    -0.6244930
     28   WALKING_UPSTAIRS     0.2620058  -0.027944394   -0.12151403  -0.242062430  -0.146753877   -0.28598691 -3.760277e-01  -0.023945568     0.8545082  -0.333223997  -0.265207858    -0.9446978   0.123520079  -0.173093804    0.07068319  2.229854e-02  7.490817e-03  -0.312671656 -4.016982e-02  0.0563664989 -0.1293629708   0.021225096  0.1037209877    -0.5188182 -0.0719813167 -0.1463534735 -0.0757785047  0.1151064815   0.198131216  -0.163606417  0.0224711413 -0.1942462442   -0.26610134  -0.190589069   -0.40173294  -0.233726644   -0.73676500    -0.9575814  -0.318866730  -0.358009373   -0.58781357  -0.370273680    -0.8977247    -0.9576955   -0.40363628   -0.52206650   -0.31821100    -0.5563834   -0.66580720    -0.9569916  -0.315207884   -0.62068006  -0.086716735   -0.39432681   0.099432945 -3.696545e-02    -0.5827625
     29   WALKING_UPSTAIRS     0.2654231  -0.029946531   -0.11800059  -0.086771557  -0.122128288    0.09954435 -9.359316e-02  -0.030061810     0.9292590  -0.227120125   0.044378601    -0.9541890  -0.213160099   0.391170713    0.10634519 -6.890192e-04 -2.907139e-02  -0.182365815  3.307224e-01  0.1266400932  0.0931989463  -0.152328112  0.0854318123    -0.3239047 -0.0772870810 -0.1027090473 -0.1385803312  0.1392271536  -0.212127864   0.315765538  0.0951324283 -0.2985442253   -0.10979348  -0.196011504   -0.32048788  -0.079062531   -0.37231004    -0.9689036  -0.225067771  -0.408886606   -0.64619859  -0.211385398    -0.9154814    -0.9711207   -0.26051929   -0.39404534   -0.34170013    -0.3503382   -0.80241946    -0.9645098  -0.287319010   -0.62152414  -0.122699174   -0.47157299  -0.300314024  1.229226e-01    -0.7854853
     30   WALKING_UPSTAIRS     0.2714156  -0.025331170   -0.12469749  -0.350504475  -0.127311158    0.02494680 -2.411540e-01  -0.321686799     0.9318298  -0.226647292  -0.022140110    -0.9540336  -0.493000511  -0.509768349    0.05798404 -3.587192e-03  1.615062e-02  -0.535420203 -1.210796e-01  0.1728251227 -0.0035597458  -0.077960646  0.0814699303    -0.4938375 -0.1429351901  0.1756331781 -0.2404559177  0.1785101322  -0.338486459   0.252142665 -0.1234408522 -0.1306082326   -0.42040283  -0.297813769   -0.36751984  -0.326260358   -0.45121386    -0.9769986  -0.550678420  -0.592919441   -0.73780388  -0.561565207    -0.9476019    -0.9854702   -0.48803900   -0.36605843   -0.31893700    -0.5034842   -0.68467922    -0.9802466  -0.331320237   -0.67026503  -0.238172101   -0.57065627  -0.036201202  1.748886e-02    -0.7901143
